Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Regular price,Categories,Tags,Images,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
variable,ABC-1032,1032 Oval Lightweight,1,0,visible,"Enjoy flexible fullness with ABC’s Oval Lightweight! Our unique oval shape allows for versatile fitting, creating a more personalized wearing experience. Developed with ABC’s lightweight silicone, this prosthesis aids in managing shoulder tension; providing comfortable wear you can enjoy all day.","Essential Comfort, Effortless Ease Enjoy flexible fullness with ABC’s Oval Lightweight! Our unique oval shape allows for versatile fitting, creating a more personalized wearing experience. Developed with ABC’s lightweight silicone, this prosthesis aids in managing shoulder tension; providing comfortable wear you can enjoy all day. adjustable fullness blush 1 -14 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/04/1032.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/1004-Teardrop-zoom.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/10250.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/10271.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/1042.jpg",,Color,Blush,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14",1,1
variation,ABC-1032-V,1032 Oval Lightweight,1,,visible,,,taxable,1,176.00,,,,ABC-1032,Color,,,1,Size,,,1
variable,ABC-10295,10295 Massage Form® Silhouette,1,0,visible,"Enjoy the cooling comfort of The Massage Form® Silhouette; developed with ABC’s Patented Massage Technology! Specialized channels encourage airflow, helping to reduce heat retention and provide a soothing touch; especially great for women experiencing symptoms associated with Lymphedema. Our lightweight silicone minimizes tension on shoulders for comfortable wear while presenting a soft, natural appearance.","Patented Massage Technology- Massages, Hugs, Cools Enjoy the cooling comfort of The Massage Form® Silhouette; developed with ABC’s Patented Massage Technology! Specialized channels encourage airflow, helping to reduce heat retention and provide a soothing touch; especially great for women experiencing symptoms associated with Lymphedema. Our lightweight silicone minimizes tension on shoulders for comfortable wear while presenting a soft, natural appearance. massaging feelingcooler feelinglighter-weight blush 1 – 14 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/05/10295-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/1044.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/931-Swim-Form.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/1042.jpg, https://americanbreastcare.com/wp-content/uploads/2019/08/10142-Basic-Triangle-Front-1500x1500.jpg",,Color,Blush,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14",1,1
variation,ABC-10295-V,10295 Massage Form® Silhouette,1,,visible,,,taxable,1,208.00,,,,ABC-10295,Color,,,1,Size,,,1
variable,ABC-10292,10292 Silhouette Lightweight,1,0,visible,"Expertly crafted with soft, lightweight silicone, the Silhouette Lightweight breast form provides long-lasting comfort. It features moderate projection for a naturally modest profile. Designed with a unique “silhouette” shape, the Silhouette Lightweight fits discreetly into a variety of bra styles..","Embrace Comfort & Confidence with ABC’s Silhouette Lightweight Expertly crafted with soft, lightweight silicone, the Silhouette Lightweight breast form provides long-lasting comfort. It features moderate projection for a naturally modest profile. Designed with a unique “silhouette” shape, the Silhouette Lightweight fits discreetly into a variety of bra styles.. tan tawny 1 – 12 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2024/02/10292.png, https://americanbreastcare.com/wp-content/uploads/2019/04/10271.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/1072-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/10270-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/10281.jpg",,Color,Tan   Tawny,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-10292-V,10292 Silhouette Lightweight,1,,visible,,,taxable,1,181.00,,,,ABC-10292,Color,,,1,Size,,,1
variable,ABC-10288,10288 ABC Diamond Classic,1,0,visible,"Experience a remarkable cool with ABC’s Diamond Classic! ABC created our patented Diamond Layer Technology to hug your chest wall providing a secure fit. Our specialized diamond pattern minimizes perspiration, increases evaporation rate during activity and reduces shifting in bra for ease of wear. Featuring ABC’s lightweight silicone, this prosthesis presents a soft fullness for a natural look and feel.","Patented Diamond Layer Technology- Comfortable Cool For An Active Lifestyle! Experience a remarkable cool with ABC’s Diamond Classic! ABC created our patented Diamond Layer Technology to hug your chest wall providing a secure fit. Our specialized diamond pattern minimizes perspiration, increases evaporation rate during activity and reduces shifting in bra for ease of wear. Featuring ABC’s lightweight silicone, this prosthesis presents a soft fullness for a natural look and feel. cooler feelinglighter-weightextra secure fit blush 1 – 12 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/05/10288-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/10280.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/1004-Teardrop-zoom.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/1042.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10270-back.webp",,Color,Blush,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-10288-V,10288 ABC Diamond Classic,1,,visible,,,taxable,1,208.00,,,,ABC-10288,Color,,,1,Size,,,1
variable,ABC-10287,10287 ABC Diamond,1,0,visible,"Experience a remarkable cool with ABC’s Diamond! ABC created our patented Diamond Layer Technology to provide a secure fit and a gentle massage while wearing. Our specialized diamond pattern minimizes perspiration, increases evaporation rate during activity and reduces shifting in bra for ease of wear. Enjoy cooling comfort with the ABC Diamond!","Patented Diamond Layer Technology- Comfortable Cool For An Active Lifestyle! Experience a remarkable cool with ABC’s Diamond! ABC created our patented Diamond Layer Technology to provide a secure fit and a gentle massage while wearing. Our specialized diamond pattern minimizes perspiration, increases evaporation rate during activity and reduces shifting in bra for ease of wear. Enjoy cooling comfort with the ABC Diamond! cooler feelinglighter-weightextra secure fit blush 1 – 12 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/05/10287-e1569350505409.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10475-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/10251.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10225-2-e1569350461436.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/10250.jpg",,Color,Blush,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-10287-V,10287 ABC Diamond,1,,visible,,,taxable,1,208.00,,,,ABC-10287,Color,,,1,Size,,,1
variable,ABC-10285,10285 Massage Form®Symmetric,1,0,visible,"Designed for your absolute comfort and confidence, this form is made from an incredible lightweight silicone, making all-day wear feel effortless. It features a unique, patented Massage back that provides a gentle, soothing touch against your chest wall. Especially great for women experiencing symptoms associated with Lymphedema. Expertly shaped with a smooth, anatomical curve, the form hugs your body beautifully for a natural, snug fit that stays securely in place without shifting.","Patented Massage Technology- Soothing, Cool, Comfort Designed for your absolute comfort and confidence, this form is made from an incredible lightweight silicone, making all-day wear feel effortless. It features a unique, patented Massage back that provides a gentle, soothing touch against your chest wall. Especially great for women experiencing symptoms associated with Lymphedema. Expertly shaped with a smooth, anatomical curve, the form hugs your body beautifully for a natural, snug fit that stays securely in place without shifting. massaging feelingcooler feelinglighter-weight tan tawny 1 – 14 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2025/10/10285.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/10288-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10475-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10218-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/1044.jpg",,Color,Tan  Tawny,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14",1,1
variation,ABC-10285-V,10285 Massage Form®Symmetric,1,,visible,,,taxable,1,208.00,,,,ABC-10285,Color,,,1,Size,,,1
variable,ABC-10282,10282 ABC Symmetric Lightweight,1,0,visible,"Survivors will love the lightweight comfort of ABC’s Symmetric Lightweight! Our symmetrical design fits and flatters a wide variety of body types and provides a natural appearance and silhouette. Developed with ABC’s lightweight silicone, this breast form helps to manage shoulder tension for exceptional comfort.","Exceptional Lightweight Comfort! Survivors will love the lightweight comfort of ABC’s Symmetric Lightweight! Our symmetrical design fits and flatters a wide variety of body types and provides a natural appearance and silhouette. Developed with ABC’s lightweight silicone, this breast form helps to manage shoulder tension for exceptional comfort. lightweight comfortextra secure fit blush tawny 1 – 12 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2023/02/1-Blush-10282.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10218-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/1032.jpg, https://americanbreastcare.com/wp-content/uploads/2019/08/10575-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10222-back.webp",,Color,Blush  Tawny,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-10282-V,10282 ABC Symmetric Lightweight,1,,visible,,,taxable,1,181.00,,,,ABC-10282,Color,,,1,Size,,,1
variable,ABC-10281,10281 ABC Symmetric Air,1,0,visible,"Enjoy full-coverage comfort with ABC’s Symmetric Air. Our specialized design features a curved triangle shape that provides full coverage while minimizing shifting for a secure wear. Developed with ABC’s lightest Air Silicone, this prosthesis aids in managing shoulder tension to keep sensitive areas comfortable. Experience carefree wear with ABC’s Symmetric Air!","Airy Comfort for Your Carefree Lifestyle! Enjoy full-coverage comfort with ABC’s Symmetric Air. Our specialized design features a curved triangle shape that provides full coverage while minimizing shifting for a secure wear. Developed with ABC’s lightest Air Silicone, this prosthesis aids in managing shoulder tension to keep sensitive areas comfortable. Experience carefree wear with ABC’s Symmetric Air! lightweight comfortextra secure fit blush 1 – 12 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/04/10281.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10225-2-e1569350461436.jpg, https://americanbreastcare.com/wp-content/uploads/2019/08/10575-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/08/10142-Basic-Triangle-Front-1500x1500.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/10271.jpg",,Color,Blush,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-10281-V,10281 ABC Symmetric Air,1,,visible,,,taxable,1,194.00,,,,ABC-10281,Color,,,1,Size,,,1
variable,ABC-10280,10280 Flowable Back Symmetric,1,0,visible,"Enjoy full-range comfort with ABC’s Flowable Symmetric. Developed with ABC’s lightweight silicone, this prosthesis helps to manage shoulder tension for exceptional comfort. Our rounded triangle design features an edge-to-edge flowable gel back that contours to your body’s curves for a snug fit and remarkable comfort.","Essential Comfort, Effortless Ease Enjoy full-range comfort with ABC’s Flowable Symmetric. Developed with ABC’s lightweight silicone, this prosthesis helps to manage shoulder tension for exceptional comfort. Our rounded triangle design features an edge-to-edge flowable gel back that contours to your body’s curves for a snug fit and remarkable comfort. lightweight comfortextra secure fit blush 1 – 12 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/04/10280.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/1072-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/10225-2-e1569350461436.jpg, https://americanbreastcare.com/wp-content/uploads/2019/08/10142-Basic-Triangle-Front-1500x1500.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/1042.jpg",,Color,Blush,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-10280-V,10280 Flowable Back Symmetric,1,,visible,,,taxable,1,150.00,,,,ABC-10280,Color,,,1,Size,,,1
variable,ABC-10276,10276 ABC MyShape Triangle,1,0,visible,Enjoy the comfort of a truly personalized fit with the ABC MyShape Triangle with patented Amandasil™ Technology! This form has ABC’s classic triangle profile that provides a comfortable and secure fit for women with surgical site undulations or deficits. Especially good for women who need a wider footprint or need a mature drape to their breast form.,"With Patented Amandasil™ Technology Enjoy the comfort of a truly personalized fit with the ABC MyShape Triangle with patented Amandasil™ Technology! This form has ABC’s classic triangle profile that provides a comfortable and secure fit for women with surgical site undulations or deficits. Especially good for women who need a wider footprint or need a mature drape to their breast form. adjustable fullness Colors: blush tawny 3 – 12 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you for more information. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2021/12/10276-MyShape-Triangle-BF-tawny-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10218-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/1041.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10225-2-e1569350461436.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10222-back.webp",,Color,Colors:  blush  tawny,1,1,Size,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-10276-V,10276 ABC MyShape Triangle,1,,visible,,,taxable,1,208.00,,,,ABC-10276,Color,,,1,Size,,,1
variable,ABC-10275,10275 Massage Form® Super-Soft,1,0,visible,"Enjoy the cooling comfort of The Massage Form ® Super-Soft ; developed with ABC’s Patented Massage Technology! Specialized channels encourage airflow, helping to reduce heat retention and provide a soothing touch; especially great for women experiencing symptoms associated with Lymphedema. Our Super- Soft lightweight silicone presents a natural appearance while minimizing tension on shoulders for comfortable wear.","Patented Massage Technology- Massages, Hugs, Cools Enjoy the cooling comfort of The Massage Form ® Super-Soft ; developed with ABC’s Patented Massage Technology! Specialized channels encourage airflow, helping to reduce heat retention and provide a soothing touch; especially great for women experiencing symptoms associated with Lymphedema. Our Super- Soft lightweight silicone presents a natural appearance while minimizing tension on shoulders for comfortable wear. massaging feelingcooler feelinglighter-weight Colors: blush tan tawny 1 – 14 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you for more information. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/06/10275-1500x1500.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10222-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/931-Swim-Form.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10270-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/10271.jpg",,Color,Colors:  blush   tan   tawny,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14",1,1
variation,ABC-10275-V,10275 Massage Form® Super-Soft,1,,visible,,,taxable,1,208.00,,,,ABC-10275,Color,,,1,Size,,,1
variable,ABC-10272,10272 Classic Triangle Lightweight,1,0,visible,"Enjoy the lightweight comfort of ABC’s Classic Triangle Lightweight! Our triangle design fits and flatters a wide variety of body types, providing a natural appearance and silhouette. Developed with ABC’s lightweight silicone, this prosthesis helps to manage shoulder tension for exceptional comfort.","Essential Comfort, Effortless Ease Enjoy the lightweight comfort of ABC’s Classic Triangle Lightweight! Our triangle design fits and flatters a wide variety of body types, providing a natural appearance and silhouette. Developed with ABC’s lightweight silicone, this prosthesis helps to manage shoulder tension for exceptional comfort. blush 1 – 14 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/05/10272-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/08/10575-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10475-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/1041.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/1044.jpg",,Color,Blush,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14",1,1
variation,ABC-10272-V,10272 Classic Triangle Lightweight,1,,visible,,,taxable,1,181.00,,,,ABC-10272,Color,,,1,Size,,,1
variable,ABC-10271,10271 Classic Triangle Air,1,0,visible,"You’ll love the classic look and soft comfort of ABC’s Classic Triangle Air. Our triangle design provides full coverage that fits and flatters. Developed with ABC’s lightest air silicone, this prosthesis aids in managing shoulder tension to keep sensitive areas comfortable. Enjoy carefree wear with ABC’s Classic Triangle Air.","Airy Comfort for Your Carefree Lifestyle! You’ll love the classic look and soft comfort of ABC’s Classic Triangle Air. Our triangle design provides full coverage that fits and flatters. Developed with ABC’s lightest air silicone, this prosthesis aids in managing shoulder tension to keep sensitive areas comfortable. Enjoy carefree wear with ABC’s Classic Triangle Air. lightweight comfort blush 1 – 12 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/04/10271.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/10250.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/1042.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/931-Swim-Form.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/1072-back.webp",,Color,Blush,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-10271-V,10271 Classic Triangle Air,1,,visible,,,taxable,1,194.00,,,,ABC-10271,Color,,,1,Size,,,1
variable,ABC-10270,10270 Flowable Back Triangle,1,0,visible,"Experience outstanding comfort with ABC’s Flowable Back Triangle. Developed with ABC’s lightweight silicone, this prosthesis helps to manage shoulder tension for exceptional comfort. Our classic triangle design features an edge-to-edge flowable gel back that contours to your body’s curves for a snug fit and remarkable comfort.","Essential Comfort, Effortless Ease Experience outstanding comfort with ABC’s Flowable Back Triangle. Developed with ABC’s lightweight silicone, this prosthesis helps to manage shoulder tension for exceptional comfort. Our classic triangle design features an edge-to-edge flowable gel back that contours to your body’s curves for a snug fit and remarkable comfort. lightweight comfort blush 1 – 12 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/05/10270-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/10475-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/08/10575-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10225-2-e1569350461436.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/10280.jpg",,Color,Blush,1,1,Size,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1,1
variation,ABC-10270-V,10270 Flowable Back Triangle,1,,visible,,,taxable,1,150.00,,,,ABC-10270,Color,,,1,Size,,,1
variable,ABC-10268,10268 Diamond RFS,1,0,visible,"Using years of extensive research and feedback from women like you, ABC created the Diamond RFS! Inspired by contemporary seamless bra styles, the Diamond RFS flows with gentle feminine curves that create the perfect silhouette. ABC’s Diamond Layer Technology minimizes perspiration, increases evaporation rate during activity, and reduces shifting in bra to provide the ultimate in comfort.","Patented Diamond Layer Technology- Comfortable Cool For An Active Lifestyle! Using years of extensive research and feedback from women like you, ABC created the Diamond RFS! Inspired by contemporary seamless bra styles, the Diamond RFS flows with gentle feminine curves that create the perfect silhouette. ABC’s Diamond Layer Technology minimizes perspiration, increases evaporation rate during activity, and reduces shifting in bra to provide the ultimate in comfort. massaging feelingcooler feelinglighter-weight Colors: blush tawny 3 – 14 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/05/10268-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/05/1004-Teardrop-zoom.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10225-2-e1569350461436.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10287-e1569350505409.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/1042.jpg",,Color,Colors:  blush    tawny,1,1,Size,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14",1,1
variation,ABC-10268-V,10268 Diamond RFS,1,,visible,,,taxable,1,211.00,,,,ABC-10268,Color,,,1,Size,,,1
variable,ABC-10266,10266 ABC MyShape RFS with Amandasil™ Technology,1,0,visible,"Experience a natural look and personalized comfort with the Amandasil™ RFS by American Breast Care. This innovative breast form features a revolutionary design with a narrow footprint. The Amandasil™ back conforms and molds for a perfect fit, while the projected silhouette creates a natural, full bust shape that complements contemporary bra styles.","Patented Amandasil™ Technology adjustable fullness Experience a natural look and personalized comfort with the Amandasil™ RFS by American Breast Care. This innovative breast form features a revolutionary design with a narrow footprint. The Amandasil™ back conforms and molds for a perfect fit, while the projected silhouette creates a natural, full bust shape that complements contemporary bra styles. Colors: blush 3 – 14 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you for more information. Find a retailer/certified fitter Made in the USA",taxable,1,,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/11/10266-blush1.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/10271.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10287-e1569350505409.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10268-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/10251.jpg",,Color,Colors:  blush,1,1,Size,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14",1,1
variation,ABC-10266-V,10266 ABC MyShape RFS with Amandasil™ Technology,1,,visible,,,taxable,1,211.00,,,,ABC-10266,Color,,,1,Size,,,1
simple,ABC-10251,10251 ABC Classic Asymmetric Air,1,0,visible,"You’ll love ABC’s Classic Asymmetric Air! Our unique asymmetric design (with versatile side extension) provides targeted fullness tailored to your preference. Developed with ABC’s lightest Air Silicone, this prosthesis aids in managing shoulder tension- helping to keep sensitive areas comfortable! Enjoy carefree wear with ABC’s Classic Asymmetric Air.","Airy Comfort for Your Carefree Lifestyle! You’ll love ABC’s Classic Asymmetric Air! Our unique asymmetric design (with versatile side extension) provides targeted fullness tailored to your preference. Developed with ABC’s lightest Air Silicone, this prosthesis aids in managing shoulder tension- helping to keep sensitive areas comfortable! Enjoy carefree wear with ABC’s Classic Asymmetric Air. adjustable fullness blush Sizes: (L/R) 1 – 14 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you. Find a retailer/certified fitter Made in the USA",taxable,1,194.00,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/04/10251.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10288-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10287-e1569350505409.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/1004-Teardrop-zoom.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/1042.jpg",,Color,Blush,1,1,Size,Sizes: (L/R) 1 – 14,1,1
simple,ABC-10250,10250 Flowable Back Classic Asymmetric,1,0,visible,"Experience outstanding comfort with ABC’s Flowable Back Classic Asymmetric. Developed with ABC’s lightweight silicone, this prosthesis helps to manage shoulder tension for exceptional comfort. Our unique asymmetric design angles fullness inward to minimize gapping and features an edge-to-edge flowable gel back that contours to your body’s curves for a snug fit and remarkable comfort.","Essential Comfort, Effortless Ease Experience outstanding comfort with ABC’s Flowable Back Classic Asymmetric. Developed with ABC’s lightweight silicone, this prosthesis helps to manage shoulder tension for exceptional comfort. Our unique asymmetric design angles fullness inward to minimize gapping and features an edge-to-edge flowable gel back that contours to your body’s curves for a snug fit and remarkable comfort. adjustable fullness Colors: blush tawny Sizes: (L/R) 1 – 14 Reimbursement: Covered by Medicare, Medicaid, and most private insurance plans. Colors & sizes may have select availability among ABC retailers. Contact a retailer near you. Find a retailer/certified fitter Made in the USA",taxable,1,150.00,Breast Forms,Breast Forms,"https://americanbreastcare.com/wp-content/uploads/2019/04/10250.jpg, https://americanbreastcare.com/wp-content/uploads/2019/04/1042.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10288-300x300.jpg, https://americanbreastcare.com/wp-content/uploads/2019/05/10218-back.webp, https://americanbreastcare.com/wp-content/uploads/2019/04/1041.jpg",,Color,Colors:  blush    tawny,1,1,Size,Sizes: (L/R) 1 – 14,1,1
